episode,reward,episode_length,timestep,reward_ma_50,reward_ma_100
189,-986.429577,34,5093,-894.62541282,-903.9497766400001
190,-978.304261,34,5127,-894.43867178,-903.8273336500001
191,-888.503675,30,5157,-892.38296042,-902.8324467
192,-383.168139,29,5186,-880.2586013,-896.73988624
193,-882.135625,40,5226,-878.1619176,-895.6712667699999
194,-986.094904,28,5254,-878.08403838,-895.66828684
195,-990.836987,27,5281,-878.27081122,-896.66722731
196,-489.638476,23,5304,-868.53645892,-891.6727903999999
197,-884.654674,33,5337,-866.4988641599999,-890.60388592
198,-784.93737,33,5370,-862.4945070999999,-888.52988499
199,-785.240973,30,5400,-858.6656019199999,-886.46082305
200,-883.969762,33,5433,-856.8534681399999,-885.40949588
201,-889.490768,33,5466,-854.8232120600001,-884.3771879100001
202,-989.15253,29,5495,-856.82679882,-884.3370085499998
203,-975.612219,62,5557,-856.6035285400001,-884.1982716499999
204,-987.593888,31,5588,-858.63849724,-885.17015107
205,-984.498422,32,5620,-858.5773212600001,-886.1277296200001
206,-985.152159,37,5657,-860.5448238,-886.0640052399999
207,-971.461308,74,5731,-870.1484513999999,-885.89801154
208,-984.292564,32,5763,-870.0843473200001,-885.85120144
209,-991.03959,28,5791,-874.25959034,-885.86689824
210,-986.843184,35,5826,-874.31401184,-887.82379605
211,-986.858326,30,5856,-884.2450813,-887.8045749099999
212,-883.105377,34,5890,-882.1494497799999,-886.70029455
213,-986.96889,27,5917,-882.2320238399999,-886.6610538900001
214,-887.079222,38,5955,-890.21461744,-885.6282236599999
215,-984.763777,32,5987,-890.13423402,-890.5659133699999
216,-979.128648,45,6032,-890.0074760800001,-895.4910582699999
217,-989.229974,28,6060,-902.0264519,-895.47659383
218,-989.008603,28,6088,-902.05243436,-895.44089043
219,-986.082378,27,6115,-901.9967944399999,-895.3841854
220,-987.441362,27,6142,-903.9888146199999,-896.3990851599999
221,-986.70658,37,6179,-904.0091796600001,-897.39266311
222,-984.303887,34,6213,-903.92880406,-903.3377313899999
223,-488.095267,25,6238,-893.9292661,-899.34581972
224,-492.962902,22,6260,-893.95800204,-894.4008819
225,-988.405205,45,6305,-896.00221544,-894.4229495299999
226,-482.107857,41,6346,-885.90360302,-889.36566884
227,-888.729554,31,6377,-883.864757,-888.37501241
228,-991.948123,29,6406,-884.03717682,-890.40915481
229,-987.18291,33,6439,-886.0228667,-895.3590087299999
230,-987.302546,31,6470,-885.9974643,-895.35286983
231,-489.392261,23,6493,-878.03248412,-890.3434644199999
232,-990.853184,28,6521,-878.0572838200001,-890.43663624
233,-985.77241,37,6558,-878.1410370599999,-890.43272911
234,-972.097106,62,6620,-877.8294653400001,-890.26938981
235,-985.618844,34,6654,-877.90447908,-891.3099773
236,-988.395689,30,6684,-887.8803901599999,-891.3081154699998
237,-993.521211,28,6712,-889.9983354799999,-892.3469928999999
238,-988.033054,30,6742,-900.0029240399999,-892.3459946700001
239,-962.700207,74,6816,-899.52833664,-897.07687473
240,-990.055078,32,6848,-899.7633529799999,-897.10101238
241,-986.501072,28,6876,-901.7233009199999,-897.05313067
242,-987.522202,27,6903,-913.81038218,-897.0344917400001
243,-489.815183,27,6930,-905.9639733399999,-892.0629454699999
244,-989.424275,27,6957,-906.0305607600001,-892.05729957
245,-983.780561,37,6994,-905.88943224,-892.08012173
246,-874.255349,75,7069,-913.5817697,-891.05911431
247,-886.474586,38,7107,-913.61816794,-890.05851605
248,-484.061949,40,7147,-907.60065952,-885.04758331
249,-991.00705,24,7171,-911.7159810600001,-885.1907914899999
250,-989.422116,32,7203,-913.8250281400001,-885.33924814
251,-985.540592,35,7238,-915.74602462,-885.2846183400001
252,-988.452305,28,7266,-915.7320201199999,-886.2794094700001
253,-492.712224,23,7289,-906.07402022,-881.3387743799999
254,-991.353104,30,7319,-906.14920454,-882.3938508900001
255,-991.333305,24,7343,-906.2859022,-882.43161173
256,-983.291118,33,7376,-906.2486813800001,-883.39675259
257,-983.077563,41,7417,-906.48100648,-888.31472894
258,-985.951733,34,7451,-906.5141898599999,-888.29926859
259,-981.551321,48,7499,-906.3244244800001,-890.2920074100001
260,-483.567376,44,7543,-896.25890832,-885.28646008
261,-983.722828,42,7585,-896.1961983599999,-890.22063983
262,-486.144872,35,7620,-888.25698826,-885.20321902
263,-978.937883,82,7702,-888.0963681200001,-885.16419598
264,-976.043051,70,7772,-889.8756447000001,-890.04513107
265,-971.770798,65,7837,-889.61578512,-889.87500957
266,-853.727801,120,7957,-887.10776818,-888.5576221300001
267,-969.168984,84,8041,-886.7065483800001,-894.36650014
268,-859.376919,126,8167,-884.1139147,-893.08317453
269,-991.564459,29,8196,-884.2235563200001,-893.11017538
270,-981.734457,69,8265,-884.1094182200001,-894.0491164199999
271,-860.922626,103,8368,-881.5937391399999,-892.8014594
272,-874.139398,66,8434,-879.39044936,-891.65962671
273,-484.966397,47,8481,-879.32787196,-886.6285690300001
274,-872.934859,52,8533,-886.9273110999999,-890.44265657
275,-977.259505,54,8587,-886.7043970999999,-891.3533062700001
276,-971.904671,95,8682,-896.50033338,-891.2019682
277,-973.802024,48,8730,-898.2017827799999,-891.0332698899999
278,-377.016045,54,8784,-885.9031412200001,-884.97015902
279,-991.27934,30,8814,-885.9850698199999,-886.0039682600001
280,-481.911695,53,8867,-875.8772528,-880.9373585500001
281,-952.846708,79,8946,-885.14634174,-881.5894129300001
282,-981.555178,57,9003,-884.96038162,-881.5088327199999
283,-878.109962,55,9058,-882.8071326600001,-880.47408486
284,-979.20686,58,9116,-882.9493277400001,-880.38939654
285,-482.243251,62,9178,-872.88181588,-875.39314748
286,-862.419042,123,9301,-870.36228294,-879.12133655
287,-981.952384,60,9361,-870.1309064,-880.06462094
288,-866.858578,88,9449,-867.70741688,-883.85517046
289,-962.725054,128,9577,-867.7079138199999,-883.61812523
290,-482.321854,50,9627,-857.5532493400001,-878.65830116
291,-856.746906,104,9731,-854.95816602,-878.34073347
292,-465.326153,129,9860,-844.5142450400001,-879.16231361
293,-482.678902,43,9903,-844.3715194200001,-875.16774638
