episode,reward,episode_length,timestep,reward_ma_50,reward_ma_100
133,-991.431263,25,3733,-919.9332276199999,-926.6155702
134,-992.62048,22,3755,-919.9792383999999,-926.65128134
135,-974.138777,50,3805,-919.75386214,-931.48147381
136,-493.081981,23,3828,-909.7996611399999,-926.50763478
137,-787.517884,32,3860,-905.7519922399999,-924.5257141799999
138,-887.429586,43,3903,-903.6843709399999,-923.5265557299999
139,-887.108616,35,3938,-901.6435027399999,-922.48755629
140,-988.324994,29,3967,-901.6021869799999,-922.49963247
141,-988.704755,29,3996,-901.5484662399999,-922.50716013
142,-990.174994,27,4023,-901.53807338,-922.5728273399999
143,-985.95728,29,4052,-901.4649857,-923.55846236
144,-986.519318,26,4078,-901.38785814,-923.4811498
145,-990.606127,25,4103,-901.4057999199999,-923.4673799999999
146,-983.338806,33,4136,-901.3071189399999,-923.43975601
147,-986.632734,28,4164,-901.25215808,-923.4023000100001
148,-983.963974,31,4195,-901.0777342599999,-924.3209195999999
149,-990.62644,24,4219,-901.04878266,-924.3481021000001
150,-984.414724,30,4249,-900.92249052,-924.27553153
151,-988.81304,32,4281,-900.91332374,-930.28518774
152,-989.267808,28,4309,-900.9584630599999,-930.2569893900001
153,-988.34264,30,4339,-900.9382411400001,-930.2657806300001
154,-973.418196,59,4398,-900.54876282,-937.1124534100001
155,-989.427628,34,4432,-900.5258770600001,-937.12087545
156,-988.363243,33,4465,-900.56129088,-937.11324131
157,-981.622598,43,4508,-900.4143793,-937.0133729699999
158,-986.813047,32,4540,-900.34390776,-942.01366955
159,-987.618917,31,4571,-910.39919422,-942.04557342
160,-491.951534,25,4596,-900.53763048,-938.0425504899999
161,-786.844432,33,4629,-896.57200736,-938.01475567
162,-986.199414,37,4666,-896.52208128,-937.95541541
163,-981.360021,37,4703,-896.38945218,-937.88343469
164,-987.618091,28,4731,-896.35303216,-937.8768456000001
165,-885.407427,28,4759,-896.4603453200001,-936.82435706
166,-985.786798,32,4791,-896.40141062,-936.78775327
167,-487.645852,27,4818,-886.55361758,-931.71775744
168,-488.035979,28,4846,-886.57825484,-926.71995241
169,-986.198701,26,4872,-886.5762347799999,-926.68563445
170,-989.001733,27,4899,-890.5517635599999,-926.69485987
171,-885.887648,33,4932,-898.4844477,-925.66352584
172,-989.738848,30,4962,-898.51042608,-925.68805945
173,-988.424058,27,4989,-908.4646305399999,-925.64311528
174,-388.800746,21,5010,-898.5231161,-919.6264686000001
175,-488.720267,29,5039,-900.61678248,-914.5892432
176,-491.868774,24,5063,-892.7970551,-909.5779337700001
177,-986.448835,29,5092,-894.7670497800001,-909.60458101
178,-990.470259,27,5119,-896.984333,-909.64878
179,-986.862446,29,5148,-897.05181752,-909.62486977
180,-987.71431,27,5175,-897.13525798,-909.58166392
181,-988.933308,26,5201,-899.36673018,-909.5804221700001
182,-887.031373,29,5230,-897.26461408,-908.58749113
183,-973.798797,58,5288,-896.9119647599999,-908.42259619
184,-988.490327,27,5315,-896.8293617,-908.4043000500001
185,-991.73616,28,5343,-897.18130936,-908.46758575
186,-991.383686,35,5378,-907.14734346,-908.4735023
187,-991.303389,26,5404,-911.2230535599999,-908.4875228999999
188,-987.23482,30,5434,-913.21915824,-908.45176459
189,-977.647461,42,5476,-915.02993514,-908.33671894
190,-986.914749,27,5503,-915.00173024,-908.30195861
191,-886.943596,32,5535,-912.96650706,-907.25748665
192,-989.36611,27,5562,-912.9503293800001,-907.24420138
193,-989.258425,25,5587,-913.01635228,-907.24066899
194,-883.332861,37,5624,-910.9526231399999,-906.17024064
195,-990.422173,23,5647,-910.94894406,-906.1773719900001
196,-989.312235,26,5673,-911.06841264,-906.18776579
197,-991.742212,23,5696,-911.1706022,-906.2113801400001
198,-989.153971,29,5725,-911.27440214,-906.1760682
199,-988.883325,28,5753,-911.23953984,-906.14416125
200,-872.889207,63,5816,-909.0090295,-904.9657600099999
201,-979.602781,40,5856,-908.8248243200001,-904.8690740299999
202,-888.994546,28,5884,-906.81935908,-903.8889110700001
203,-889.095112,25,5909,-904.83440852,-902.88632483
204,-883.99554,36,5945,-903.0459554000001,-901.79735911
205,-982.953869,41,5986,-902.9164802199999,-901.72117864
206,-887.892399,28,6014,-900.9070633399999,-900.73417711
207,-984.471856,36,6050,-900.9640485000001,-900.6892138999999
208,-984.730146,38,6088,-900.92239048,-900.63314912
209,-981.698736,40,6128,-900.80398686,-905.6015905400001
210,-486.688605,51,6179,-900.6987282800001,-900.6181793800001
211,-976.493904,60,6239,-904.49171772,-900.53186254
212,-987.873539,40,6279,-904.52520022,-900.52364075
213,-976.557977,51,6330,-904.4291593400001,-900.4093057599999
214,-486.658388,28,6358,-894.40996528,-895.38149872
215,-979.186175,42,6400,-896.2855402399999,-896.37294278
216,-881.00518,48,6448,-894.1899078800001,-895.29565925
217,-984.149857,48,6496,-904.11998798,-895.33680278
218,-976.148424,66,6562,-913.8822368799999,-900.23024586
219,-977.528982,39,6601,-913.7088425000001,-900.14253864
220,-878.873032,49,6650,-911.50626848,-901.02901602
221,-968.066851,71,6721,-913.14985254,-905.81715012
222,-877.841862,52,6773,-910.91191282,-904.71116945
223,-987.70985,46,6819,-910.89762866,-909.6811296
224,-976.095178,48,6867,-922.6435173,-910.5833167
225,-986.56341,31,6898,-932.6003801600001,-916.6085813200001
226,-982.106096,43,6941,-942.4051266000001,-917.6010908499999
227,-983.279007,42,6983,-942.34173004,-918.55438991
228,-980.1216,59,7042,-942.1347568599999,-919.55954493
229,-980.558827,45,7087,-942.0086844799999,-919.530251
230,-383.981944,39,7126,-929.93403716,-913.53464757
231,-980.528569,48,7174,-929.7659423800001,-914.56633628
232,-985.58818,42,7216,-931.73707852,-914.5008463000001
233,-887.954681,27,7243,-930.0201962000001,-913.46608048
234,-987.629755,43,7286,-930.0029847600001,-913.41617323
235,-982.155783,41,7327,-929.8113772199999,-913.49634329
236,-877.844705,60,7387,-927.5405976000001,-917.3439705300001
237,-973.747329,64,7451,-927.1894764,-919.2062649800001
238,-371.254954,66,7517,-914.8698790800001,-914.04451866
239,-981.376615,43,7560,-914.94446216,-914.9871986499999
240,-486.840916,33,7593,-904.9429855,-909.97235787
241,-880.194372,45,7638,-904.8080010200001,-908.88725404
242,-970.180153,68,7706,-904.4242818799999,-908.6873056300001
243,-873.110881,70,7776,-902.101331,-907.5588416400001
244,-384.205447,38,7814,-892.11878272,-901.5357029300001
245,-987.37959,47,7861,-892.05793106,-901.5034375600001
246,-977.713971,72,7933,-891.8259657799999,-901.44718921
247,-379.256654,58,7991,-879.5762546200001,-895.3734284100001
248,-974.927081,55,8046,-879.29171682,-895.2830594800001
249,-970.631841,62,8108,-878.92668714,-895.08311349
250,-980.69943,59,8167,-881.0828916,-895.0459605499999
251,-968.994563,72,8239,-880.87072724,-894.8477757799999
252,-975.021176,56,8295,-882.5912598400001,-894.70530946
253,-984.117874,53,8348,-884.49171508,-894.6630618
254,-974.497472,62,8410,-886.30175372,-894.6738545599999
255,-873.829789,59,8469,-884.11927212,-893.5178761700001
256,-682.660671,63,8532,-880.0146375600001,-890.46085045
257,-477.252807,56,8588,-869.8702565799999,-885.4171525400001
258,-983.871146,51,8639,-869.8530765799999,-885.38773353
259,-980.989671,52,8691,-869.83889528,-885.32144107
260,-970.080197,74,8765,-879.50672712,-890.1027277000001
261,-976.10299,62,8827,-879.4989088400001,-891.99531328
262,-972.475442,55,8882,-879.1909469,-891.8580735600001
263,-981.022047,68,8950,-879.2802282999999,-891.8546938200001
264,-882.932597,54,9004,-887.2057124800001,-890.80783888
265,-484.789812,43,9047,-877.3177852199999,-886.80166273
266,-883.942415,54,9101,-877.37652992,-885.7832189
267,-981.946922,69,9170,-877.33247122,-890.7262295999999
268,-479.225351,54,9224,-867.39400976,-890.63812332
269,-869.57225,69,9293,-865.23487512,-889.47185881
270,-981.185666,41,9334,-867.2811278000001,-889.3936981400001
271,-973.419548,53,9387,-867.38818174,-890.26901714
272,-484.522886,47,9434,-859.5218022199999,-885.2168575200001
273,-881.314238,44,9478,-857.3938899799999,-884.14575932
274,-877.793216,48,9526,-855.4278507400002,-889.0356840199998
275,-381.767871,46,9572,-843.33193996,-887.96616006
276,-976.435232,57,9629,-843.21852268,-892.8118246399999
277,-973.270112,68,9697,-843.01834478,-892.6800374100001
278,-978.514978,74,9771,-842.9862123400001,-892.5604845999999
279,-989.179177,68,9839,-843.15861934,-892.5836519100001
280,-968.464894,66,9905,-854.8482783400001,-892.3911577499999
281,-980.476544,75,9980,-854.84723784,-892.30659011
282,-969.600498,105,10085,-854.5274842,-893.1322813600001
283,-980.976629,53,10138,-856.3879231599999,-893.2040596799999
284,-974.455242,59,10197,-856.1244329,-893.06370883
285,-973.928533,52,10249,-855.9598879,-892.8856325600001
286,-872.329611,79,10328,-855.84958602,-891.69509181
287,-974.116817,61,10389,-855.8569757800001,-891.5232260900001
288,-974.860773,46,10435,-867.92909216,-891.39948562
289,-974.464389,52,10487,-867.7908476400002,-891.3676548999999
290,-771.816871,80,10567,-873.49036674,-889.2166761200001
291,-983.546043,39,10606,-875.5574001599999,-890.1827005899999
292,-983.321784,76,10682,-875.8202327800001,-890.12225733
293,-974.933985,68,10750,-877.85669486,-889.9790129300001
294,-981.660962,78,10828,-889.80580516,-890.96229394
295,-975.612044,68,10896,-889.57045424,-890.81419265
296,-975.309896,64,10960,-889.52237274,-890.6741692600001
297,-477.099653,67,11027,-891.47923272,-885.52774367
298,-972.757387,84,11111,-891.4358388400001,-885.36377783
299,-463.669198,103,11214,-881.2965859799999,-880.1116365600001
300,-966.1184,60,11274,-881.0049653799999,-881.04392849
301,-985.878246,50,11324,-881.3426390399999,-881.1066831400001
302,-854.146762,110,11434,-878.92515076,-880.7582053
303,-974.245859,78,11512,-878.7277104600001,-881.6097127699999
304,-962.113671,70,11582,-878.48003444,-882.39089408
305,-970.468876,88,11670,-880.41281618,-882.26604415
306,-957.458271,144,11814,-885.9087681799999,-882.96170287
307,-278.172355,74,11888,-881.92715914,-875.8987078600002
308,-872.048128,67,11955,-879.69069878,-874.7718876800001
309,-386.917701,51,12006,-867.80925938,-868.82407733
310,-665.930657,102,12108,-861.7262685799999,-870.61649785
311,-852.64653,135,12243,-859.25713938,-869.37802411
312,-971.061514,96,12339,-859.22886082,-869.20990386
313,-974.439796,83,12422,-859.0972158000001,-869.1887220499999
314,-969.450881,96,12518,-860.8275814799999,-874.0166469800001
315,-384.812846,52,12570,-858.82804216,-868.07291369
316,-980.511668,72,12642,-860.7594272199999,-869.0679785699999
317,-959.803461,105,12747,-860.3165580000001,-868.82451461
318,-469.89528,73,12820,-860.12995658,-863.76198317
319,-971.870046,85,12905,-862.1759125000001,-863.7053938099999
320,-969.950973,101,13006,-861.95121864,-864.61617322
321,-980.829009,91,13097,-862.09940786,-864.7437948
322,-470.771677,96,13193,-861.82438368,-860.67309295
323,-377.66118,77,13270,-851.7513225200001,-854.5726062499999
324,-969.520635,134,13404,-853.5858708999999,-854.50686082
325,-458.675518,131,13535,-855.1240238400001,-849.2279818999999
326,-968.961131,123,13658,-854.9745418199999,-849.09653225
327,-463.650367,111,13769,-844.78214692,-843.90024585
328,-953.981761,139,13908,-844.29148258,-843.63884746
329,-455.293641,158,14066,-833.6137718599999,-838.3861956000001
330,88.037002,240,14306,-812.48373394,-833.6660061399999
331,-480.416669,62,14368,-802.48253644,-828.66488714
332,-439.642203,178,14546,-791.88337054,-823.2054273699999
333,-933.784204,201,14747,-790.93952204,-823.6637226
334,-352.456895,133,14880,-778.4995551,-817.311994
335,-895.692548,240,15120,-776.9348354,-816.44736165
336,-954.444235,160,15280,-778.57712788,-817.21335695
337,-364.317321,72,15352,-766.3811379599999,-811.1190568699999
338,-986.822285,134,15486,-766.6203681999999,-817.27473018
339,-481.554314,59,15545,-756.7621667,-812.27650717
340,-925.733642,170,15715,-759.84050212,-816.66543443
341,-383.85992,45,15760,-747.84677966,-811.70208991
342,-936.540536,151,15911,-746.9111547,-811.36569374
343,-952.295913,132,16043,-746.45839326,-812.15754406
344,-420.17614,201,16244,-735.2286968200001,-812.5172509899999
345,207.166928,240,16484,-711.57311738,-800.57178581
346,-447.046447,145,16629,-701.0078484000001,-795.2651105699999
347,-478.860426,64,16693,-701.04306386,-796.2611482899999
348,-466.345785,106,16799,-690.91483182,-791.1753353299999
349,-840.392532,154,16953,-698.4492985,-789.8729422399999
350,-851.918629,157,17110,-696.1653030800001,-788.5851342300001
351,-461.811701,131,17241,-685.6839721800002,-783.5133056100001
352,98.054166,240,17481,-666.63995362,-772.7825521899999
353,-481.040191,52,17533,-656.77584026,-767.7517753599999
354,163.742955,240,17773,-634.25870774,-756.3693710900001
355,-842.308722,144,17917,-631.69550466,-756.05416042
356,-467.523354,86,18003,-621.89680632,-753.9027872500001
357,-256.835875,106,18109,-621.47007672,-751.6986179299998
358,-480.025518,59,18168,-613.6296245200001,-746.6601616500001
359,56.478783,240,18408,-604.76169484,-736.2854771100001
360,-377.502712,54,18462,-598.99313594,-730.35970226
361,104.60363,240,18702,-579.84813274,-719.5526360599999
362,-465.768462,152,18854,-569.7422717,-714.48556626
363,-344.074104,199,19053,-557.13495786,-708.11608683
364,-477.22703,55,19108,-547.29048084,-704.05903116
365,-278.683379,85,19193,-545.1678915,-701.9979668300001
366,-868.32625,117,19310,-542.92418314,-701.84180518
367,-359.183017,164,19474,-530.91177426,-695.61416613
368,-461.925281,205,19679,-530.75237428,-695.44116543
369,87.312992,240,19919,-509.56871352,-685.8723130100001
370,-474.756371,55,19974,-499.66482148,-680.80802006
371,-484.162589,92,20066,-489.73149308,-675.9154504700001
372,-812.737938,223,20289,-496.5708182999999,-679.1976009900001
373,209.618575,240,20529,-484.82522320000004,-668.28827286
374,-471.619852,71,20600,-474.86720754000004,-664.22653922
375,-960.812559,202,20802,-484.90994836,-670.0169861
376,-468.434409,133,20935,-474.89941392000003,-664.93697787
377,-943.759438,124,21059,-484.50159534000005,-664.6418711299999
378,-464.147122,176,21235,-474.70490256,-659.4981925699999
379,-468.726993,124,21359,-474.97356959999996,-654.29367073
380,-949.675843,124,21483,-495.7278265,-654.1057802199999
381,-949.892343,160,21643,-505.11733998000005,-653.7999382099999
382,-484.721287,61,21704,-506.01892166000005,-648.9511461
383,-483.601921,47,21751,-497.0152759999999,-643.97739902
384,-383.325636,61,21812,-497.63265082,-638.06610296
385,-350.118214,170,21982,-486.72116414,-631.82799977
386,-476.491528,65,22047,-477.16211000000004,-627.86961894
387,-459.975816,95,22142,-479.07527989999994,-622.7282089299999
388,-363.931393,109,22251,-466.61746206000004,-616.61891513
389,173.754218,240,22491,-453.51129141999996,-605.13672906
390,194.778018,240,22731,-431.10105821999997,-595.47078017
391,-908.803309,217,22948,-441.59992600000004,-594.72335283
392,-482.086818,64,23012,-432.51085164000006,-589.7110031699999
393,-950.399913,156,23168,-432.47293163999996,-589.46566245
394,112.575935,240,23408,-421.81789014000003,-578.52329348
395,-474.795367,64,23472,-435.45713603999997,-573.51512671
396,-484.516457,69,23541,-436.20653624,-568.6071923200001
397,-280.03988,51,23592,-432.23012531999996,-566.63659459
398,62.953959,240,23832,-421.64413044,-556.27948113
399,-961.7689,118,23950,-424.07165779999997,-561.26047815
400,-817.854314,215,24165,-423.39037149999996,-559.77783729
401,-479.516239,55,24220,-423.74446226,-554.71421722
402,-838.368312,180,24400,-442.4729118199999,-554.55643272
403,-485.07659,65,24465,-442.5536397999999,-549.66474003
404,-469.25928,138,24603,-455.2136845,-544.7361961199999
405,-477.91411,62,24665,-447.9257922599999,-539.81064846
406,-946.97793,205,24870,-457.51488378,-539.7058450500001
407,-378.245439,58,24928,-459.94307505999996,-540.7065758900001
408,-969.204541,123,25051,-469.72665552,-541.67814002
409,66.786888,240,25291,-469.52049342,-537.1410941299999
410,-446.229479,166,25457,-470.89502876,-534.94408235
411,-950.244581,134,25591,-491.99199298,-535.9200628599999
412,-927.007011,210,25801,-501.21676396000004,-535.4795178300001
413,-355.742682,188,25989,-501.45013552000006,-529.29254669
414,-322.45045,199,26188,-498.35460392,-522.82254238
415,-473.46073,65,26253,-502.25015094,-523.70902122
416,-446.238309,202,26455,-493.80839212,-518.36628763
417,-856.148315,162,26617,-503.74769807999996,-517.3297361699999
418,225.273455,240,26857,-490.00372336,-510.37804881999995
419,-448.718977,162,27019,-500.72436274,-505.14653812999995
420,-823.935776,170,27189,-507.70795083999997,-503.68638616
421,-476.305071,76,27265,-507.55080048,-498.64114678
422,-482.466442,57,27322,-500.94537056,-498.75809442999997
423,97.102064,240,27562,-503.19570078,-494.01046198999995
424,-909.364019,230,27792,-511.95058412,-493.40889583000006
425,258.312535,240,28032,-487.56808224,-486.2390153
426,-841.442815,160,28192,-495.02825036,-484.96383214
427,88.079196,240,28432,-474.39147768,-479.44653651
428,74.557653,240,28672,-463.61738218,-469.16114237
429,56.497754,240,28912,-453.11288723999996,-464.04322842
430,-413.995608,201,29113,-442.39928254,-469.06355451999997
431,-927.41621,215,29328,-441.94975988,-473.53354993
432,-960.396179,164,29492,-451.46325771999994,-478.74108969
433,92.740994,240,29732,-439.93639942000004,-468.47583771000006
434,-449.147552,225,29957,-441.25283774,-469.44274427999994
435,96.730267,240,30197,-432.31586812,-459.51851612999997
436,172.582157,240,30437,-419.33439441999997,-448.24825221
437,-955.125091,160,30597,-429.23737992,-454.15632991000007
438,-457.928701,173,30770,-431.11732608,-448.86739407
439,203.831746,240,31010,-430.51577552000003,-442.01353346999997
440,-476.718532,63,31073,-443.94570652000004,-437.52338237000004
441,124.56729,240,31313,-423.27829454,-432.43911026999996
442,-323.324354,173,31486,-420.10304526,-426.30694845
443,-445.82432,170,31656,-410.0115334,-421.24223252
444,-418.407376,239,31895,-420.63119961999996,-421.22454487999994
445,-133.297803,150,32045,-413.80124834000003,-424.62919218999997
446,-253.305489,159,32204,-409.17702898000005,-422.69178261
447,201.978654,240,32444,-399.53665830000006,-415.88339181
448,-481.804991,54,32498,-410.4318373,-416.03798387
449,64.186197,240,32738,-389.91273536,-406.99219658000004
450,-475.266539,60,32798,-383.06097986000003,-403.22567568000005
451,94.033413,240,33038,-371.58998682,-397.66722453999995
452,-385.303336,50,33088,-362.5286873,-402.50079956
453,-445.051403,218,33306,-361.72818356000005,-402.14091168
454,-446.304197,124,33430,-361.26908189999995,-408.2413832
455,-471.559128,64,33494,-361.14198226,-404.53388726
456,-377.894186,68,33562,-349.76030738000003,-403.63759558
457,-384.144222,59,33621,-349.87828304000004,-404.91067904999994
458,65.124861,240,33861,-329.191695,-399.45917526000005
459,184.416363,240,34101,-326.8391055,-398.17979945999997
460,80.474976,240,34341,-316.3050164,-393.60002258000003
461,-473.991021,64,34405,-306.7799452,-399.38596909
462,90.162484,240,34645,-286.4365553,-393.82665963
463,-420.020236,227,34872,-287.72210637999996,-394.58612094999995
464,-480.59103,51,34923,-290.88491798,-394.61976095000006
465,-471.819302,110,35033,-290.85208942,-396.55112018
466,81.130557,240,35273,-280.3047121,-387.05655211000004
467,88.859681,240,35513,-261.40455218,-382.57612513
468,-476.345346,70,35583,-275.4369282,-382.72032578
469,197.78506,240,35823,-262.50684746,-381.61560510000004
470,95.21373,240,36063,-244.12385734,-375.91590408999997
471,-479.656786,96,36159,-244.19089164000002,-375.87084605999996
472,-826.61428,207,36366,-251.07384839999997,-376.00960948
473,185.437083,240,36606,-249.30714802,-376.2514244
474,-369.977382,87,36693,-238.51941528,-375.23499969999995
475,-447.881123,204,36897,-252.64328844,-370.10568534
476,81.63336,240,37137,-234.18176494,-364.60500764999995
477,-467.429182,104,37241,-245.2919325,-359.84170508999995
478,-403.609891,209,37450,-254.85528338,-359.23633278
479,72.882818,240,37690,-254.5275821,-353.82023467
480,-478.53158,56,37746,-255.81830154,-349.10879204
481,77.086993,240,37986,-235.72823748,-338.83899868000003
482,126.291251,240,38226,-213.99448888000003,-332.72887330000003
483,87.090569,240,38466,-214.10749738,-327.0219484
484,94.283558,240,38706,-203.23887518,-322.24585645999997
485,181.694818,240,38946,-201.53958415999998,-316.92772614
486,-449.673988,144,39090,-213.98470706,-316.65955074
