Step,Reward,Optimal action (%)
817,-0.01153214963701627,0.0995
818,-0.052732503068842744,0.1
819,-0.05956832218580816,0.0875
820,-0.007714369978876949,0.0995
821,0.00016987830062074283,0.094
822,-0.018945159251747813,0.1
823,-0.02517723983034477,0.1005
824,-0.00023017179096258323,0.096
825,0.03802986008278525,0.1095
826,0.008345833751667331,0.105
827,0.017536244234593754,0.109
828,-0.023086896768009464,0.104
829,0.00730840877887333,0.1015
830,-0.023630664120430255,0.104
831,-0.08072992967755933,0.0915
832,-0.02507283210360982,0.093
833,0.043208732117372986,0.1045
834,-0.0052519965489922745,0.0915
835,-0.0029953111051402963,0.1095
836,-0.018989019699686187,0.1
837,0.044284105246956855,0.101
838,0.009194909412468835,0.095
839,0.012036812212267463,0.1
840,-0.01609095170876273,0.1095
841,-0.051988999095104245,0.097
842,0.04121191446792989,0.1115
843,-0.05402350532902495,0.094
844,0.043536820250377195,0.109
845,0.023504507369170473,0.099
846,-0.034890221610357736,0.095
847,0.000769280633029598,0.1065
848,-0.012376311434817497,0.095
849,-0.04817274668074227,0.0955
850,-0.0015443317435317571,0.091
851,0.015200311860545821,0.1055
852,-0.0033456169893736117,0.1025
853,0.011177031328366283,0.106
854,-0.03704047057813473,0.092
855,-0.053547282622350485,0.099
856,-0.009332082095172726,0.1035
857,0.026282903824213444,0.103
858,-0.05457460659112058,0.098
859,-0.06340345444669604,0.0985
860,-0.04482747675618115,0.0955
861,-0.003833869405140955,0.101
