episode,reward,episode_length,timestep,reward_ma_50,reward_ma_100
38,-983.963313,31,985,-972.2346194210527,-972.2346194210527
39,-989.185203,24,1009,-972.6692497692309,-972.6692497692309
40,-984.359801,34,1043,-972.9615135500001,-972.9615135500001
41,-889.216307,32,1075,-970.9189475365854,-970.9189475365854
42,-988.765185,29,1104,-971.343857952381,-971.343857952381
43,-986.44878,27,1131,-971.6951352093023,-971.6951352093023
44,-489.049032,23,1154,-960.7259055909091,-960.7259055909091
45,-988.34818,26,1180,-961.3397339111111,-961.3397339111111
46,-981.997834,42,1222,-961.7888230434781,-961.7888230434781
47,-985.048786,47,1269,-962.2837158723405,-962.2837158723405
48,-989.781228,28,1297,-962.8565807083334,-962.8565807083334
49,-489.579015,29,1326,-953.197854877551,-953.197854877551
50,-986.61411,26,1352,-953.86617998,-953.86617998
51,-987.8267,27,1379,-953.9372528,-954.5320725294117
52,-888.106535,24,1403,-951.92947688,-953.2546583461537
53,-987.357402,27,1430,-952.0130624799999,-953.8981063396226
54,-986.34971,46,1476,-951.9668123,-954.499061962963
55,-991.365784,24,1500,-954.0742191200001,-955.1693660000001
56,-988.228138,25,1525,-956.0545820599999,-955.7597012142858
57,-987.310651,42,1567,-956.0857303,-956.3132266491228
58,-985.952251,31,1598,-956.0159572,-956.8242443103447
59,-886.158152,30,1628,-953.9054606599999,-955.6265139322034
60,-982.980703,37,1665,-953.7836764,-956.0824170833333
61,-985.109738,34,1699,-953.6993359200001,-956.5582748032787
62,-987.304476,25,1724,-953.62863936,-957.0541812741935
63,-983.215264,40,1764,-953.4739829799998,-957.4694365555555
64,-988.845029,23,1787,-953.5205324,-957.9596801875
65,-489.69118,26,1813,-943.59155308,-950.7555494153846
66,-987.439924,26,1839,-943.58038706,-951.3113732727272
67,-992.38879,21,1860,-943.62878782,-951.9244690447761
68,-891.520188,20,1880,-941.6741851400001,-951.0361707941177
69,-988.626814,26,1906,-941.65165704,-951.5809627246376
70,-988.173012,24,1930,-941.69884502,-952.1037062857142
71,-989.488832,24,1954,-941.67436928,-952.6302573521126
72,-388.013864,26,1980,-929.62371524,-944.7883630000001
73,-990.097194,22,2002,-929.6943435,-945.4090319178083
74,-889.179935,22,2024,-927.67776004,-944.6491792567567
75,-990.707501,26,2050,-931.7923506399999,-945.2632902133333
76,-986.126029,24,2074,-933.8666933400001,-945.8009578289474
77,-989.397375,29,2103,-933.8797869599999,-946.3671450649351
78,-991.107335,25,2128,-933.9070226399999,-946.9407372435898
79,-987.314206,22,2150,-933.82044622,-947.4517938101267
80,-989.995316,25,2175,-933.8109961600001,-947.9835878375
81,-989.060671,24,2199,-933.8731189599999,-948.4907123209878
82,-989.751196,23,2222,-933.86435032,-948.9938889512196
83,-988.191474,28,2250,-933.9290783000001,-949.4661490120482
84,-988.311743,23,2273,-933.92714316,-949.9285965595237
85,-388.284325,24,2297,-921.9009236,-943.3210168941176
86,-990.114518,33,2330,-923.9298258,-943.865127372093
87,-990.219391,23,2353,-924.0333624,-944.3979350000001
88,-986.054792,31,2384,-924.07519198,-944.871308375
89,-992.90192,22,2406,-924.14952632,-945.4109781685394
90,-985.150295,24,2430,-924.1653362000001,-945.8525261333333
91,-992.394779,26,2456,-926.2289056399999,-946.3639794615384
92,-888.355373,24,2480,-924.2207094,-945.7334511304347
93,-991.819661,25,2505,-924.32812702,-946.2290017741935
94,-988.240659,27,2532,-934.31195956,-946.6759342978723
95,-888.877835,25,2557,-932.3225526599999,-946.0675332526316
96,-985.863711,25,2582,-932.3998702,-946.4820767708334
97,-890.41469,26,2608,-930.5071882799999,-945.9040624742267
98,-986.973368,42,2650,-930.45103108,-946.3231370204081
99,-886.238661,32,2682,-938.3842239999999,-945.7162231212121
100,-985.425026,30,2712,-938.36044232,-946.11331115
101,-992.476574,23,2735,-938.4534398000001,-946.1953463
102,-890.498634,29,2764,-938.50128178,-945.21537933
103,-980.229813,45,2809,-938.35873,-945.18589624
104,-989.714758,29,2838,-938.4260309599999,-945.1964216299999
105,-985.811652,27,2865,-938.31494832,-946.19458372
106,-986.653164,29,2894,-938.2834488399999,-947.16901545
107,-987.87733,26,2920,-938.2947824199999,-947.1902563599999
108,-991.564614,25,2945,-938.4070296800002,-947.2114934399999
109,-987.959973,28,2973,-940.4430661,-947.1742633800001
110,-986.670471,27,3000,-940.51686146,-947.15026893
111,-987.551399,31,3031,-940.56569468,-947.1325152999999
112,-987.280748,29,3060,-940.56522012,-947.0969297400001
113,-989.643934,27,3087,-940.69379352,-947.08388825
114,-990.517627,27,3114,-940.72724548,-947.12388894
115,-984.730625,33,3147,-950.62803438,-947.10979373
116,-988.23536,30,3177,-950.6439431,-947.11216508
117,-981.12194,61,3238,-950.4186061,-947.0236969599999
118,-982.328116,31,3269,-952.2347646599999,-946.9544749
119,-988.167307,34,3303,-952.2255745199999,-946.93861578
120,-989.60419,40,3343,-952.2541980799999,-946.97652155
121,-485.560137,29,3372,-942.17562418,-941.92499673
122,-884.637494,34,3406,-952.1080967800001,-940.86590601
123,-984.911568,31,3437,-952.0043842599999,-940.84936388
124,-987.180593,28,3465,-953.9643974200001,-940.8210787299998
125,-987.544084,27,3492,-953.9011290800001,-942.84673986
126,-386.535999,28,3520,-941.90932848,-937.88801091
127,-989.811845,43,3563,-941.9176178800001,-937.8987024200001
128,-387.366836,31,3594,-929.8428079,-931.8749152700001
129,-985.712909,32,3626,-929.81078196,-931.81561409
130,-979.834035,55,3681,-929.60755634,-931.70927625
131,-884.146835,38,3719,-927.50927962,-930.69119929
132,-984.325911,34,3753,-927.4007739200001,-930.6325621199999
133,-783.838902,42,3795,-923.31372248,-928.62140039
134,-474.932024,57,3852,-913.0461280999999,-923.4866356300001
135,-982.381065,44,3896,-924.9280629,-923.41449325
136,-486.679751,31,3927,-914.8593675600001,-919.39459668
137,-986.777321,33,3960,-914.7905261599999,-919.4119442800001
138,-983.375671,37,3997,-914.73694374,-919.40606786
139,-882.562768,35,4032,-912.5301607,-918.3398435099999
140,-987.670736,29,4061,-912.58056952,-918.3729528599999
141,-982.146048,35,4096,-912.3755949,-919.3022502700001
142,-987.302306,37,4133,-914.3545335599999,-919.28762148
143,-986.89673,29,4162,-914.2560749400001,-919.29210098
144,-987.810077,29,4191,-914.2474632999999,-924.27971143
145,-986.68534,35,4226,-916.2036134,-924.26308303
146,-885.590471,32,4258,-914.1981486000001,-923.2990093999999
147,-985.538744,30,4288,-916.10062968,-923.30390898
148,-983.185763,34,4322,-916.0248775800001,-923.2379543300001
149,-989.126313,35,4357,-918.0826306200001,-928.23342731
150,-983.314528,30,4387,-918.04042066,-928.20043149
151,-985.021876,33,4420,-917.8913266999999,-928.1723832499999
152,-990.326905,33,4453,-919.8878921200001,-929.1945869499999
153,-987.045303,34,4487,-920.0242019199999,-929.1914659600001
154,-987.936034,35,4522,-919.98862744,-929.2073292000001
155,-386.861568,28,4550,-908.00962576,-923.1622870399999
156,-885.309901,33,4583,-905.9827605,-922.1331046700001
157,-988.574102,27,4610,-905.9966959400001,-922.14573918
158,-487.904751,24,4634,-895.9234986799999,-917.1652641800001
159,-986.73993,27,4661,-895.8990978200001,-918.17108196
160,-988.190337,35,4696,-895.9294951400001,-918.2231783
161,-984.496453,36,4732,-895.86839622,-918.21704545
162,-987.780167,30,4762,-895.8783846,-918.22180236
163,-988.572653,26,4788,-895.8569589800001,-918.27537625
164,-489.9531,25,4813,-885.84566844,-913.2864569599999
165,-986.572269,28,4841,-885.8825013199998,-918.2552678500001
166,-885.470094,30,4871,-883.827196,-917.2355695499999
167,-988.561318,28,4899,-883.97598356,-917.19729483
168,-889.868837,32,4931,-882.12679798,-917.1807813199999
169,-983.409486,33,4964,-882.03164156,-917.1286080400001
170,-389.379767,26,4990,-870.0271531,-911.14067559
171,-986.871641,29,5019,-880.0533831800001,-911.1145036800001
172,-888.101816,34,5053,-880.1226696199999,-916.1153831999999
173,-985.700387,31,5084,-880.1384460000002,-916.07141513
174,-987.204318,31,5115,-880.1389204999999,-917.05165896
175,-982.643323,37,5152,-880.0409052800001,-916.9710171800001
176,-979.906505,36,5188,-891.9083154,-916.9088219399999
177,-886.814562,31,5219,-889.8483697400001,-915.8829938099999
178,-984.765276,33,5252,-901.79633854,-915.81957322
179,-884.574754,32,5284,-899.77357544,-914.7921786999999
180,-883.940374,32,5316,-897.8557022199999,-913.7316292800001
181,-981.012847,36,5352,-899.79302246,-913.65115104
182,-989.00221,28,5380,-899.8865484400001,-913.6436611799999
183,-988.197905,28,5408,-903.9737284999999,-913.6437254900001
184,-986.381083,34,5442,-914.20270968,-913.6244188900001
185,-984.842077,36,5478,-914.25192992,-919.58999641
186,-984.643724,34,5512,-924.2112093799999,-919.5352884700001
187,-987.870022,31,5543,-924.2330634000001,-919.51179478
188,-882.451808,31,5574,-922.21458614,-918.4757649400001
189,-977.704071,45,5619,-924.1174122,-918.32378645
190,-979.006745,44,5663,-923.9441323799999,-918.2623509499999
191,-985.471319,31,5694,-924.0106378000002,-918.1931163500001
192,-990.279489,33,5727,-924.0701814600001,-919.21235751
193,-982.60187,50,5777,-923.98428426,-919.1201796
194,-973.766061,61,5838,-923.70340394,-918.97543362
195,-979.225771,48,5886,-923.55421256,-919.8789129799999
196,-988.204983,34,5920,-925.6065027999998,-919.9023256999999
197,-979.713693,65,5985,-925.4900017800001,-920.79531573
198,-982.443477,37,6022,-925.47515606,-920.75001682
199,-483.866995,47,6069,-915.3699697,-916.72630016
200,-983.358717,41,6110,-915.37085348,-916.7056370700001
201,-474.652688,60,6170,-905.16346972,-911.5273982100001
202,-938.278717,133,6303,-904.12250596,-912.00519904
203,-980.577506,54,6357,-903.99315002,-912.00867597
204,-956.907817,136,6493,-903.37258568,-911.68060656
205,-487.346407,61,6554,-905.3822824599999,-906.69595411
206,-984.376448,43,6597,-907.3636134000001,-906.67318695
207,-974.050409,76,6673,-907.0731395400002,-906.5349177400001
208,-974.743207,72,6745,-916.80990866,-906.36670367
209,-481.387546,64,6809,-906.70286098,-901.3009794
210,-939.242141,183,6992,-905.72389706,-900.8266960999999
211,-967.336512,100,7092,-905.3806982399999,-900.6245472300001
212,-472.339233,57,7149,-895.0718795600001,-895.4751320800001
213,-929.801926,158,7307,-893.89646502,-894.876712
214,-354.274795,127,7434,-891.18289892,-888.51428368
215,-467.700845,75,7509,-880.80547044,-883.34398588
216,-967.663149,121,7630,-882.44933154,-883.1382637699999
217,70.07659,240,7870,-861.2765733800001,-872.62627847
218,-469.9453,88,7958,-852.87810264,-867.50245031
219,-468.561713,150,8108,-842.58114718,-862.30639437
220,-479.553419,120,8228,-844.3846202200001,-857.2058866599999
221,-470.26956,174,8402,-834.0525786,-857.0529808899998
222,68.255646,240,8642,-814.92542936,-847.52404949
223,-740.558627,209,8851,-810.02259416,-845.08052008
224,-470.402283,97,8948,-799.68655346,-839.9127369800001
225,179.532588,240,9188,-776.4430352399999,-828.2419702599999
226,94.268197,240,9428,-754.9595412,-823.4339282999999
227,-484.826904,53,9481,-746.91978804,-818.38407889
228,-943.288767,154,9635,-746.09025786,-823.9432982
229,-961.020815,103,9738,-747.61917908,-823.69637726
230,-482.220806,63,9801,-739.58478772,-818.7202449700001
