Episodio,Q-learning,Q-learning_std,Sarsa (1-step),Sarsa (1-step)_std,Sarsa (8-step),Sarsa (8-step)_std,Multi-goal Q-learning,Multi-goal Q-learning_std,Multi-goal Sarsa,Multi-goal Sarsa_std
444,201.23,194.15081019660977,867.16,733.3177445009769,424.5,618.1218407401569,219.83,195.74846385093292,242.33,219.4700915842521
445,250.75,226.60734211406302,850.57,813.6484653091899,351.17,518.027374855808,222.78,209.2196730711527,229.52,218.71636792887725
446,222.31,204.58903660753674,775.62,786.806847707873,333.43,500.6948223219408,184.05,167.69718989893659,218.49,200.4914210134688
447,201.55,190.30151733499133,842.52,835.7033023747124,314.86,468.09285446372706,211.65,205.0201636425061,212.64,205.18511252037754
448,245.22,218.92494512960369,836.28,786.9893147940448,273.61,454.25307692959,187.4,187.1905980544963,174.2,178.96966223357524
449,193.44,192.9426505467363,851.9,808.5194926530837,284.05,461.42159409806544,194.32,162.67457576400807,178.83,196.77947326893627
450,224.18,191.2878135167005,877.69,874.15541747449,342.62,540.1100587843185,220.09,204.82290374857985,221.68,204.03905900586784
451,238.9,230.43083561016738,925.75,821.2910126745574,295.65,453.69124688492735,227.16,207.56486793289469,220.46,206.47263353771606
452,194.99,174.40369806859024,877.86,775.8387850578239,237.78,389.1107446473304,258.33,246.04081185852075,210.6,184.93371785588477
453,197.34,189.200487314383,941.0,847.1326224387773,268.67,397.3764979210522,199.41,185.2742882863135,209.1,187.73159030914317
454,214.96,188.52007426266306,946.95,883.3852882519612,253.35,364.1779338455311,158.08,179.76427231238134,225.18,233.40614302112957
455,209.88,189.26443300313977,899.01,822.8146996134668,277.22,498.511917209609,184.28,169.14207519124267,232.04,196.29966479849125
456,201.53,182.95214975506576,853.41,744.6697535820828,320.56,537.8280453825367,186.04,189.26298740112927,221.43,215.00559318306108
457,213.79,179.4085446683073,989.77,797.553055978096,427.96,747.0459145193153,217.06,202.24479325807133,219.09,205.94980432134426
458,238.47,209.91290836916147,815.94,701.1138540921868,387.61,533.8749459377167,220.52,195.92204980552853,204.55,197.07107220492819
459,236.17,211.05539817782443,808.11,708.7105035908526,370.16,534.3063301141023,218.89,202.23362208099823,174.19,165.8028163210746
460,192.45,161.79353355434205,978.66,882.9519151120293,311.52,473.6140090833462,220.99,225.79444169421004,176.81,177.1858738726087
461,230.0,232.65016655914948,823.72,725.9384695688746,345.44,535.7349404323,185.35,169.81038690256847,212.69,184.47220359718153
462,202.34,200.89889098748156,907.69,862.5497399570647,338.98,536.5483758245848,182.87,157.89981982256978,193.74,194.8077832120678
463,203.55,171.47666750902295,857.58,802.994311063285,306.38,484.13863262499495,216.77,193.55871744770377,208.87,195.38744355766568
464,213.45,182.2347044335958,854.46,737.1350136847387,410.53,622.6683138718398,195.11,198.30566784638307,224.96,224.99395191871272
465,207.02,180.32842149810995,895.34,792.4810940331638,310.61,504.161281635153,160.98,170.98344832176008,188.26,177.39394690913213
466,221.53,224.17624561937868,868.94,752.5675361055645,254.35,477.68722769192823,204.63,184.57690294291973,228.28,198.740186172802
467,209.52,190.63653794590377,848.95,770.4083511359416,361.76,583.5211756226159,191.99,187.84767738782398,243.09,215.6438774924992
468,203.74,176.5501979608066,925.61,893.404352966785,311.94,447.33617828206104,245.0,221.54579662002166,211.74,195.82000000000002
469,208.07,210.98806862000515,1063.46,928.0931895020026,262.91,499.41357800924885,190.0,191.03135868228546,219.99,200.12768399199547
470,230.86,240.2402139526187,883.89,749.4773898524227,318.24,496.3399464077015,221.2,202.24564272191384,212.69,196.70245016267594
471,197.5,171.7506040746291,831.62,794.335530868411,366.89,542.0828884036094,211.39,209.20592223930942,216.02,212.4597364208099
472,212.12,173.9867397246123,862.77,696.1586867230776,300.59,461.7156504819823,242.71,214.4968202561521,190.16,194.50772323997833
473,189.94,190.793596328598,878.71,734.8070535181329,322.93,499.9816847645521,239.49,220.47605289463985,188.71,180.56302473097864
474,203.94,196.55130729659365,740.67,740.4230689950172,439.07,681.9921444562247,224.75,201.60780614847232,182.28,179.336894140609
475,182.73,170.36724186298255,854.81,798.3741816341508,354.27,602.0179541342599,215.1,190.27976771060025,202.53,188.10526069198596
476,221.61,244.84688664551163,820.2,772.0421102504708,284.68,506.76524900588834,202.43,186.325374278438,198.75,195.61975232578126
477,215.28,196.42576613061738,967.09,815.4929441141718,190.41,368.82055514843523,208.3,209.32751849673278,217.27,210.51802084382226
478,204.71,190.90496562426029,978.03,841.0852686261958,283.09,493.1858086968846,214.01,209.32646727062493,181.55,188.15357424189423
479,239.35,227.8337716406415,947.89,739.9601461565347,304.56,537.7901323006959,206.85,184.25614643750686,195.87,202.7458337426444
480,170.07,164.60876373996618,932.35,826.5026966078209,274.89,421.3821993155382,198.37,211.17436657890087,196.62,183.80673437064274
481,215.51,209.23161783057546,832.77,833.1712171576739,360.12,601.1906732476809,208.51,176.4847016032835,183.64,166.19485671945444
482,186.88,168.677282406375,926.02,801.4344636961902,302.92,472.33500145553484,212.4,202.63178427877497,217.86,224.44603003840362
483,175.65,183.58395218536938,777.09,608.4375579301462,327.25,525.7245357599357,187.03,170.94376004990647,205.41,185.38970278847748
484,271.55,237.49233145514407,902.19,797.3692832684239,295.28,455.06597499703275,206.58,204.35812584773817,190.0,192.12943553760834
485,259.88,228.08959993826986,882.63,731.7857972795044,223.46,310.99110662525385,199.39,214.7898458959361,160.5,163.7974053518553
486,181.04,180.59085912636888,833.92,670.365880396668,433.75,726.6729164486592,179.24,183.45512366788776,202.58,192.18419185770716
487,214.54,199.93631085923337,822.55,772.2847839365996,295.79,508.19860871513623,177.87,179.1730814045458,257.54,212.85024876659176
488,182.01,180.52570426396346,775.55,754.7597548226854,282.48,456.0033657770521,202.47,185.72643619043572,222.48,189.48564483886375
489,227.74,210.12775256971645,1022.78,887.2156398531307,277.75,546.4597400541049,212.33,185.02443379186437,233.33,210.74069635454845
490,191.67,169.19007388141893,801.45,806.8723365564097,305.12,434.5184065146147,214.3,192.46072326581339,264.7,216.03932512392274
491,173.0,164.74744307575764,764.13,735.648946916938,308.88,481.826779662567,201.36,190.1754200731525,181.38,179.1258652456423
492,213.89,192.49056574284361,855.49,730.3804418931273,252.32,467.5616083469642,202.13,188.93219180436137,189.01,181.6912488261336
493,192.33,162.58259777725291,884.02,879.1623511047321,230.14,343.7101691832815,165.27,180.50306673295051,237.12,241.1090740722962
494,162.66,151.85725007387697,897.22,927.4503068089415,280.17,483.2935972056738,213.01,194.27086734762887,190.02,185.825077963121
495,209.76,216.6988287924048,910.24,777.6022134742159,322.93,570.6779521761814,201.15,193.950734724053,211.11,190.72293490820658
496,184.39,162.06584433494928,774.68,757.2203494360145,356.59,567.4931558177595,234.55,205.75705941716805,205.2,203.17962496274083
497,201.06,173.08730860464613,902.06,812.7599131354842,265.05,424.20715163702744,228.75,212.50088823343776,190.72,173.03543452137194
498,226.04,212.21050492376668,851.66,744.9339329094896,239.67,414.9326705623455,252.81,221.0440542063957,175.82,166.8091951901933
499,229.62,208.02950656096843,895.7,844.2467944860676,251.06,423.2138896586453,166.1,167.99598209481084,191.66,209.63884277490183
500,195.15,182.61847524278585,958.21,820.1648772655411,278.39,412.93212263034223,214.41,200.56510638692865,208.12,217.368087814196
